price,quantity,product_id,weight,description,rating,reviews,release_date,expiry_date,product_name_id,product_category_id,product_size_id,product_color_id,product_brand_id,product_material_id,id
33.32,38,1885,6.3,"Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.

In congue. Etiam justo. Etiam pretium iaculis justo.

In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus.",2.1,74,2/21/2014,10/28/2028,3,3,2,18,329,9,1885
35.76,50,1886,11.7,"Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.",2.3,88,7/20/2012,2/22/2025,1,2,2,7,378,3,1886
82.13,15,1887,44.1,"Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.

Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.

Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.",4.1,817,6/6/2011,1/30/2023,3,3,1,2,51,9,1887
77.53,67,1888,45.3,"In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo.",3.6,265,12/3/2016,8/16/2025,1,1,1,7,128,4,1888
94.91,88,1889,34.3,"Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.",2.8,451,12/22/2012,1/13/2029,3,1,1,14,256,3,1889
82.06,77,1890,1.2,"Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.",4.9,964,2/18/2012,12/15/2026,3,2,2,11,199,6,1890
56.41,12,1891,31.3,"Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.

Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.

Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.",3.5,788,4/3/2018,6/11/2028,2,1,2,18,75,8,1891
10.54,21,1892,46.4,"Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus.",2.7,758,12/13/2014,9/29/2025,3,3,3,16,153,9,1892
31.58,99,1893,3.7,Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.,1.0,61,11/16/2016,3/10/2026,1,1,1,1,166,9,1893
99.82,69,1894,33.8,"Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.

Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus.",4.9,787,4/4/2014,11/7/2028,2,3,1,16,383,11,1894
61.52,8,1895,7.4,"In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus.

Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.

Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.",4.5,85,12/20/2020,7/15/2026,1,2,3,1,328,3,1895
86.35,66,1896,28.4,In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus.,4.6,189,11/1/2017,6/4/2028,1,2,1,16,84,8,1896
15.52,73,1897,13.3,"Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.

Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",2.1,723,6/17/2015,12/19/2023,2,2,2,4,148,1,1897
15.72,50,1898,25.4,"Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.

Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit.",1.1,244,9/11/2014,4/21/2029,3,2,1,17,315,10,1898
63.52,86,1899,45.7,"Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.

Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",2.4,939,11/23/2021,6/30/2027,3,3,1,9,364,3,1899
32.34,47,1900,37.5,"Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.

Fusce consequat. Nulla nisl. Nunc nisl.

Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum.",3.6,249,4/21/2010,7/30/2023,3,1,2,9,93,7,1900
76.95,91,1901,33.9,Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.,4.0,49,3/19/2011,2/27/2027,3,1,3,3,124,8,1901
51.99,61,1902,6.8,"Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat.

Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.

Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.",4.5,384,12/3/2015,9/30/2026,2,1,1,4,179,4,1902
65.72,34,1903,38.2,"Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.

Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero.",2.1,287,5/20/2010,12/11/2026,3,1,1,10,289,6,1903
97.13,81,1904,34.4,"Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.",3.2,233,9/22/2015,8/3/2027,3,2,3,14,210,11,1904
61.38,69,1905,14.4,"Sed ante. Vivamus tortor. Duis mattis egestas metus.

Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.",3.3,118,12/1/2011,7/20/2029,3,2,3,14,104,9,1905
38.97,58,1906,43.9,Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.,3.0,382,2/15/2021,5/18/2026,1,2,1,1,203,9,1906
88.29,27,1907,23.7,"In congue. Etiam justo. Etiam pretium iaculis justo.

In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus.

Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.",1.8,785,8/29/2020,12/11/2024,2,3,1,1,17,3,1907
76.46,50,1908,22.0,"Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum.",2.2,620,4/3/2020,4/5/2030,3,3,3,14,284,1,1908
72.02,32,1909,16.3,"Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus.

Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.

Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",3.7,998,7/7/2010,9/14/2028,3,1,2,2,264,4,1909
7.31,16,1910,36.7,"Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.

Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero.",4.5,102,9/1/2015,5/7/2029,3,3,1,17,335,7,1910
16.45,100,1911,28.8,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin risus. Praesent lectus.

Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis.

Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.",1.6,597,3/30/2010,10/2/2029,1,2,2,2,229,3,1911
55.77,50,1912,16.4,"Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.",2.1,982,3/4/2014,3/18/2027,2,3,3,10,253,11,1912
25.26,92,1913,11.6,"Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.

Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.",3.2,249,6/11/2011,5/22/2029,1,3,1,12,216,11,1913
37.72,42,1914,44.2,"Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis.",2.8,806,2/24/2019,6/9/2030,2,3,2,2,52,4,1914
53.6,85,1915,13.5,"Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.

Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus.

Phasellus in felis. Donec semper sapien a libero. Nam dui.",4.6,20,8/21/2019,1/28/2029,1,3,2,13,341,11,1915
23.87,45,1916,33.1,"Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.

In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.

Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst.",4.0,659,9/16/2020,4/4/2029,2,1,2,7,315,2,1916
28.83,29,1917,27.6,"Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.

Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.

Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.",1.1,645,7/31/2014,10/6/2023,3,1,3,4,106,1,1917
91.11,36,1918,41.9,"Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero.

Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.",1.6,694,11/4/2022,4/19/2027,1,3,3,4,4,3,1918
97.26,47,1919,37.7,"Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.",1.7,684,8/13/2022,6/28/2030,1,1,3,18,225,8,1919
61.86,14,1920,22.4,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",1.9,527,4/3/2022,4/29/2028,3,3,3,17,97,3,1920
44.43,35,1921,49.6,"Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.

In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.

Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst.",2.6,161,12/27/2019,9/14/2029,3,2,1,11,90,7,1921
14.65,43,1922,5.6,"Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.

Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.

Fusce consequat. Nulla nisl. Nunc nisl.",2.4,877,8/20/2019,5/25/2027,1,2,2,10,225,2,1922
26.03,31,1923,11.1,"Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus.

Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.",3.9,704,2/11/2019,2/4/2027,3,1,3,16,363,1,1923
48.33,53,1924,11.2,"In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.",3.1,590,2/5/2016,5/25/2026,3,3,1,7,18,2,1924
38.03,22,1925,45.7,"Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.",3.6,956,3/15/2020,10/21/2030,1,1,3,7,116,6,1925
28.93,38,1926,30.4,"Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.

Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.

Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.",1.5,866,4/17/2018,10/8/2026,3,1,1,12,149,4,1926
31.26,56,1927,11.2,"Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.

Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.",3.7,251,6/21/2012,7/10/2026,3,1,2,12,74,5,1927
3.12,11,1928,29.2,"Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.

Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.

Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.",4.7,395,10/23/2021,12/19/2025,2,1,3,3,275,7,1928
55.68,49,1929,3.4,"Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit.

Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.

Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.",2.7,433,12/18/2017,11/24/2029,2,1,3,16,35,10,1929
39.7,10,1930,41.3,In congue. Etiam justo. Etiam pretium iaculis justo.,1.3,165,2/9/2018,12/31/2029,3,2,2,4,7,10,1930
40.48,20,1931,14.0,"Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.

In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.",1.3,156,7/24/2013,1/28/2023,1,2,1,12,189,8,1931
86.55,90,1932,30.0,Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.,3.1,654,7/22/2018,5/22/2027,3,3,2,9,127,3,1932
22.05,60,1933,14.3,"Sed ante. Vivamus tortor. Duis mattis egestas metus.

Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.

Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.",1.5,257,9/5/2015,7/19/2028,2,1,3,16,153,3,1933
75.87,59,1934,43.7,"Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst.

Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat.",2.5,728,9/23/2013,12/8/2027,1,2,2,1,214,1,1934
11.64,7,1935,38.4,"Sed ante. Vivamus tortor. Duis mattis egestas metus.

Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.

Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.",4.3,874,8/26/2017,6/5/2027,1,3,2,7,324,11,1935
30.3,69,1936,26.3,Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.,3.1,318,9/28/2015,3/20/2028,3,3,1,2,53,8,1936
69.86,83,1937,44.9,"Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.

In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.

Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.",5.0,385,12/22/2020,1/13/2028,1,3,3,3,279,3,1937
13.49,19,1938,33.5,"Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem.

Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.

Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",1.9,726,1/28/2010,11/9/2027,1,3,3,4,266,8,1938
34.41,27,1939,19.5,"Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.

Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.",3.4,691,5/8/2010,4/25/2029,2,1,2,8,329,4,1939
78.58,88,1940,6.3,"In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus.

Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.

Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.",3.2,613,6/22/2013,7/22/2023,3,3,1,18,383,8,1940
96.22,51,1941,21.2,"Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.

Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus.",4.7,259,12/30/2015,2/13/2030,3,1,1,14,137,1,1941
58.69,16,1942,8.6,"Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.

Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus.

Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla. Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam.",2.9,506,3/19/2020,12/1/2028,1,1,3,2,270,6,1942
56.35,65,1943,32.2,"Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.

Sed ante. Vivamus tortor. Duis mattis egestas metus.

Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.",1.5,38,8/14/2011,5/31/2025,1,2,2,2,344,4,1943
68.56,75,1944,23.5,In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus.,3.4,538,3/19/2020,2/27/2029,3,3,1,6,15,6,1944
3.43,90,1945,33.0,"In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.

Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst.

Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat.",1.0,293,8/13/2011,9/30/2026,3,1,1,14,299,11,1945
61.78,9,1946,9.8,Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris.,3.1,592,11/1/2019,4/8/2025,1,3,1,7,282,4,1946
25.32,10,1947,26.7,"Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.",3.4,888,3/5/2019,10/25/2028,1,2,2,15,97,4,1947
34.24,2,1948,49.2,"Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.

Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",4.8,47,6/8/2021,2/11/2026,1,2,2,7,247,4,1948
85.29,66,1949,32.2,"Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.

In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.

Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.",4.0,408,6/15/2019,2/16/2026,2,1,1,2,361,9,1949
66.11,64,1950,27.1,"Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.

Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus.",2.7,578,12/25/2016,5/12/2028,2,1,2,1,256,6,1950
19.85,9,1951,11.7,"Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis.",2.8,169,8/26/2022,5/3/2028,1,2,1,3,131,2,1951
46.13,21,1952,23.9,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",1.2,815,10/8/2021,4/24/2026,3,3,2,17,150,3,1952
19.58,36,1953,39.5,"Phasellus in felis. Donec semper sapien a libero. Nam dui.

Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius.",1.7,389,2/9/2019,11/17/2025,1,1,3,11,49,9,1953
47.56,87,1954,47.3,Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.,1.4,330,3/8/2021,12/29/2024,2,1,3,7,67,5,1954
4.68,55,1955,30.7,"Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.

Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero.

Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.",1.1,644,8/7/2018,11/23/2027,2,1,1,11,127,9,1955
82.42,78,1956,7.5,Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst.,4.4,550,12/2/2014,5/17/2024,2,1,3,16,266,6,1956
39.9,63,1957,7.2,Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.,4.5,829,6/25/2015,7/26/2023,1,2,3,1,154,11,1957
87.09,21,1958,29.9,In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.,1.2,518,8/15/2021,3/1/2023,1,3,2,19,110,3,1958
53.01,93,1959,39.5,"Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.

Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit.

Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.",1.9,823,6/7/2022,12/13/2030,3,1,1,3,220,10,1959
53.24,52,1960,4.9,"Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.

Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus.",3.2,506,4/25/2013,7/23/2030,3,3,1,19,208,5,1960
62.97,100,1961,20.2,"Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.

In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.",3.8,907,9/21/2020,10/12/2027,1,2,2,6,179,7,1961
41.0,20,1962,20.7,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.

Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem.

Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.",2.9,372,10/2/2019,1/31/2024,2,3,1,17,242,6,1962
26.24,77,1963,40.6,Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem.,2.7,28,2/7/2012,9/6/2026,1,3,3,16,175,9,1963
15.92,94,1964,4.5,"Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus.

Phasellus in felis. Donec semper sapien a libero. Nam dui.

Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius.",4.9,657,11/18/2018,5/11/2030,3,3,2,2,14,10,1964
43.86,87,1965,34.8,"Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus.

Phasellus in felis. Donec semper sapien a libero. Nam dui.

Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius.",2.2,764,8/2/2019,6/9/2028,2,2,1,13,13,1,1965
51.43,15,1966,49.1,"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.

Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti.

Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris.",1.5,690,6/17/2013,3/7/2025,1,3,2,6,341,6,1966
64.09,74,1967,23.1,Fusce consequat. Nulla nisl. Nunc nisl.,4.0,409,11/22/2012,5/31/2024,2,3,1,1,326,9,1967
